,Date,TR ID,Subject_1,Subject_2,Ratio
0,2022-11-09,"('9505781573-45',)",eu standardisation strategy,"consumer rights and interests, energy savings",37.0
1,2021-10-27,"('33858106461-10',)","demography, rural areas, ageing, conference on the future of europe",economic and investment plan of the western balkans,37.0
1,2021-11-29,"('18574111503-28',)","exchange on eu digital legislation (dsa/dma, avmsd, copyright), audiovisual dialogue and media freedom act","media freedom act, democracy, disinformation, political advertising, dsa/dma",37.0
1,2021-11-09,"('3978240953-79',)",sustainable finance,"evp dombrovskis  delivered an intervention on the interlink between the eu recovery and trade policies from a business perspective, and had the opportunity to answer questions raised by the participants on those topics.",37.0
1,2021-11-30,"('582824527068-76',)","digital regulation, in particular on data",european green deal,37.0
5,2022-09-28,"('785157016077-28',)",challenges in the banking sector,basel implementation and open finance,37.0
8,2021-11-09,"('3978240953-79',)","evp dombrovskis  delivered an intervention on the interlink between the eu recovery and trade policies from a business perspective, and had the opportunity to answer questions raised by the participants on those topics.",sustainable finance,37.0
1,2020-01-17,"('977869932377-59',)",recommendations for european rdandi policy post-2020,exchange of views on horizon 2020,37.0
0,2023-10-27,"('769349815543-90',)","exchange on ongoing issues, particularly storage and the transit agreement.",energy preparedness for winter,37.0
0,2024-04-15,"('796200346429-12',)","hydrogen, green innovation",discussion on hydrogen,36.0
0,2020-02-20,"('595328413083-91',)","green paper on ageing, healthy ageing, long-term care, digital literacy of the elderly",social security coordination,36.0
0,2022-01-27,"('7459401905-60',)",meeting with ceo of intel,"intel's strategy, ttc, gams and export controls.",36.0
0,2023-10-26,"('3978240953-79',)",corporate sustainability due diligence directive,sme policies and sme relief package,36.0
0,2020-01-28,"('061601915428-87',)","priorities for tech regulation, single market and enforcement","introduction association, artificial intelligence and data strategy, digital services act",36.0
2,2021-06-08,"('84973761187-60',)",vtc meeting on code of conduct on responsible food business and market practices,"preparatory discussion ahead of eurocommerce event in june: economic outlook, green finance, investment protection, payments.",36.0
0,2022-09-05,"('070028236358-54',)",semiconductors,technological sovereignty and eu chips act,36.0
0,2023-04-13,"('4266797770-31',)","discuss the technology used on holistic energy management systems to monitor energy consumption, electric vehicle charging stations, and the use of ai technology and digitalization to optimize design, production, inventory",exchange of views on exchange of views on sustainability and green transition and siemens commitments. and green transition and siemens commitments.,36.0
1,2023-04-20,"('55820581197-35',)","economic governance review, sme relief package, corporate sustainability reporting, retail investment package, competitiveness, traineeships.","exchange on sme challenges in greening the economy and in particular the sustainable product initiative and energy transition, also exchange on electricity market design and epbd.",36.0
8,2020-01-20,"('0801162959-21',)","e-evidence, ai","eu internal security: challenges ahead and law enforcement cooperation, perspectives from the industry.",36.0
6,2020-01-20,"('0801162959-21',)","e-evidence, ai","eu internal security: challenges ahead and law enforcement cooperation, perspectives from the industry.",36.0
0,2023-04-04,"('567538843366-43',)",preparation g7 side event,courtesy meeting and the world economic forum,36.0
0,2023-09-18,"('65744846168-89',)",global gateway,agricultural projects in morocco,36.0
0,2022-05-30,"('178550444709-12',)","to discuss their success story of building up the largest industrial scale biomethane comp. in europe with a bio-based, circular business model built with local farmers in the light of your efforts to increase the resilience of europe's agricultural",biogas deployment in the context of repowereu,36.0
0,2022-11-08,"('00723343929-96',)",air quality,reaction on aaqd,36.0
0,2022-11-10,"('48325781850-28',)",eu strategic autonomy for the production of active pharmaceutical ingredients,will follow,36.0
0,2022-09-09,"('281155638075-51',)",european cybersecurity certification scheme for cloud services,digital policies.,36.0
0,2021-09-23,"('52431421-12',)",issues within the competition portfolio,contribution of telecoms to the digital decade,36.0
0,2021-01-15,"('1414929419-24',)",eu taxonomy,"general discussion about the new industrial strategy, the eu ets revision and clean hydrogen alliance",36.0
3,2020-02-17,"('28666427835-74',)",digital policy,presentation general de facebook,36.0
2,2022-10-25,"('1771817758-48',)",discussion on european sovereignty and critical raw materials,"- energy prices in the eu and impact on competitiveness
- eu-us relations, including the inflation reduction act and preparations of the 3rd ttc
- fta agenda
- eu's legislative agenda and its cumulative burden on businesses",36.0
0,2023-03-28,"('0714344663-32',)","aviation, green transition, level playing field, competitiveness, connectivity",exchange of views on the fit for 55 policies affecting aviation and on current and future challenges of the european aviation industry,36.0
0,2021-11-29,"('99578067285-35',)",meeting ceo,ngeu and green transition,36.0
4,2023-03-28,"('909481346459-35',)",competition and eu ai act,"psd2, eu capital requirements regulation (crr3)",36.0
0,2022-07-07,"('928308827208-10',)",access to covid tools and global health issues,task force on vaccine production and initiatives in africa,36.0
0,2021-11-16,"('95574664768-90',)",meeting ceo,discuss euro 7 and access to in-vehicle data.,36.0
0,2020-06-11,"('76130992074-15',)",waterborne transport and heavy-duty transport sectors,gas infrastructure europe and lng industry,36.0
0,2021-11-09,"('7459401905-60',)",semiconductors,preparation chips act,36.0
0,2022-06-01,"('28666427835-74',)",the participant's and the eu efforts to prevent and tackle child sexual abuse.,"commissioner dalli met ms. antigone davis, vice president and global head of safety at meta, to discuss means to mitigate and eliminate gender-based violence online.",36.0
5,2020-01-23,"('588327811384-96',)",trade issues,fintech developments and digital transition,36.0
1,2023-11-15,"('280473541702-47',)","broad exchange on competitiveness and strategic autonomy, single market functioning and bioeconomy",short courtesy discussion,36.0
0,2023-01-24,"('590425913785-60',)",trade and technology council,"what are the main differences between the 2023-2027 cap and previous iterations of the policy?
what is the role of the cap in meeting the eu's ambitions set out in the farm to fork and biodiversity strategies?",36.0
2,2023-11-15,"('280473541702-47',)","broad exchange on competitiveness and strategic autonomy, single market functioning and bioeconomy",global gateway,36.0
0,2021-05-07,"('0649790813-47',)",preparatory meeting for the 19/5 meeting between commissioner breton and acea,review of the steel safeguards measures,36.0
1,2020-02-18,"('366117914426-10',)","illegal content online, hate speech, ai",general presentation of activities of the group,36.0
0,2022-04-04,"('257226411720-38',)",sustainable corporate governance,digital files and strategic autonomy,36.0
0,2021-03-18,"('61650796093-48',)","eu due diligence in supply chains"" - importance of the forthcoming eu legislation for the non-ferrous metals industry",european metals industry and industrial electrification in new eu industrial strategy,36.0
3,2022-09-28,"('785157016077-28',)","basel, digital euro",challenges in the banking sector,36.0
5,2023-03-28,"('909481346459-35',)",developments in the digital world and impacts on financial markets,"psd2, eu capital requirements regulation (crr3)",36.0
1,2022-10-25,"('1771817758-48',)","data act, smei","- energy prices in the eu and impact on competitiveness
- eu-us relations, including the inflation reduction act and preparations of the 3rd ttc
- fta agenda
- eu's legislative agenda and its cumulative burden on businesses",36.0
0,2023-03-27,"('347494446863-32',)",electricity market design reform and net zero industry act,"net zero industry act, temporary crisis and transition framework",36.0
5,2023-11-15,"('280473541702-47',)",short courtesy discussion,global gateway,36.0
0,2022-10-25,"('1771817758-48',)","data act, smei",discussion on european sovereignty and critical raw materials,35.0
0,2023-06-27,"('676889648373-61',)","electricity market design, renewables investments, grids.",presentation of edp activities,35.0
0,2022-04-26,"('950920645824-76',)",fit for 55 update and repower eu communication,"eu's digital priorities, including dma and dsa.",35.0
0,2024-03-27,"('8754829960-32',)",social taxonomy and the social investment framework,"sustainable finance, financing of climate resilience, climate risk management, reporting burden",35.0
0,2022-10-12,"('2732167674-76',)",current worldwide trade situation and topics more specifics to airbus,the meeting focused on defence issues as well as skills and raw materials.,35.0
0,2024-02-13,"('597535947802-79',)",invest eu/pluralis,media policy,35.0
0,2022-12-07,"('962687110415-94',)","biodiversity, taxonomy, forest monitoring law.","eu forest policy, including in the proposal for a nature restoration regulation",35.0
9,2022-10-12,"('389356530261-76',)",payments services,"presentation of the company, artificial intelligence",35.0
0,2022-06-21,"('46643241096-93',)","1.pre and post-trade transparency in mifir review. importance of level playing field. 
2.emir review: pension schemes, public entities, supervision, active accounts, role of esma.
3.basel proposal: market risk and level playing field.","basel package, crr/crd and mifir",35.0
0,2023-11-14,"('1771817758-48',)","- economic security
- eu's trade agenda",brief presentation on environmental policy in the context of the challenge of claims,35.0
2,2023-02-21,"('974875639237-65',)",energy transition,support for the clean tech industry in europe.,35.0
0,2022-02-04,"('23527541824-60',)","cbam design, company market cost impact assessment",carbon border adjustment mechanism,35.0
0,2024-02-19,"('510151427278-94',)","meeting with five youth stakeholders from dr congo, burundi, rwanda, uganda, and tanzania of the great lakes youth network for dialogue and peace, under the project theme ""our diversity - our opportunity!"" funded by eu and kas",participation in cafe kyiv event to mark the european commitment to ukraine,35.0
0,2024-03-05,"('1733114388-50',)",green industrial policy,wind power development,35.0
0,2023-01-18,"('03181945560-59',)",artificial intelligence,"initiatives to help consumers to be more informed on circularity, waste reduction and consumption reduction.",35.0
3,2024-06-04,"('941242711525-27',)","fta, asean, trade measures, business sustainability, eu policies","global trade policy, eu green deal",35.0
1,2022-03-30,"('03181945560-59',)","digital markets act and digital services act, data act.",meeting with ceo of google,35.0
1,2022-11-10,"('3978240953-79',)","economic outlook, trade policy, economic crisis response.","business dialogue on energy crisis and energy investments, competitiveness, diversification of supplies, global partnerships and innovation",35.0
5,2023-11-16,"('977980112556-82',)",current political and economic challenges,"invest eu, financial regulation",35.0
2,2021-07-08,"('1771817758-48',)",rule of law and due diligence/human rights in supply chains/ data flows with us,regulatory initiatives and policy issues,35.0
3,2023-11-15,"('280473541702-47',)",forest monitoring,short courtesy discussion,35.0
0,2023-02-09,"('50674299591-83',)","economic impact of russia's aggression against ukraine, wto reform, digital initiatives",practical ideas on how the eu commission could address issues on eu sanctions against russia and its impact on food security and the eu industry.,35.0
0,2021-09-02,"('479914637521-29',)","ngeu, the rrf and the green and digital policy priorities and tools.","exchange views on investeu, newgenerationeu, green deal, eu-us/eu-china relations, vaccines, inter alia",35.0
2,2022-11-10,"('7459401905-60',)",competition policies,microchip investments in europe,35.0
0,2020-02-18,"('799142914971-03',)",the future of banking between digitalization and regulation,"data economy, plaftform policy",35.0
0,2021-07-01,"('58744833263-19',)",discussion on transport in the fit for 2030 package,co2 standards for cars and vans,35.0
2,2023-03-21,"('58204758673-16',)",exchange of views on economic outlook and financial services,"ukraine, cyber-resilience and skills, combatting child sexual abuse online",35.0
0,2020-06-05,"('3978240953-79',)",speech on actions to strengthen key industrial value chains and ecosystems in the eu recovery plan,era communication and business europe position paper on open research data,35.0
0,2020-09-22,"('49806329193-46',)",discussion on shr,"gender equality, sexual and reproductive health and rights (srhr)",35.0
0,2022-09-29,"('34369111614-57',)","crisis management and deposit insurance, basel iii implementation","share thoughts on recent trends in esg and energy related matters, but also expand on securitization or take stock of the banking package file",35.0
0,2020-03-02,"('39966101835-69',)","echanges de vues sur la politique industrielle europeenne, le marche europeen de l'energie et l'innovation","green deal, climate law, dialogues with 3rd countries, renewables.",35.0
0,2023-03-21,"('131581848799-77',)",cooperation opportunities between odi and dg near in the neighborhood countries,mdb reform agenda,35.0
0,2023-03-15,"('117683115792-20',)",preparatory meeting for upcoming mission to the us,svb and digital euro,35.0
0,2021-12-14,"('386218736092-06',)",de-institutionalisation,exchange on eu disability policies,35.0
0,2022-12-12,"('070028236358-54',)","us export control measures, export controls on semi-conductor manufacturing equipment.",asml would like to expose their position concerning position paper  on eu chips act,34.0
1,2023-02-17,"('557467520774-65',)",lunch to explain kkr's work on impact investments in developing economies,"exchange to allow kkr to provide its views as us based large long term investor, and explain how kkr can contribute to the realisation of some of the us-eu's agenda regarding sustainability.",34.0
0,2023-11-13,"('09586631237-74', '44856881231-49')",the role of agriculture in the green deal,"future of livestock policies, animal welfare",34.0
0,2023-05-12,"('79465004946-12',)","exchange on competition and state aid questions, and the challenges of the ceramic industry",present their roadmap to 2050- and their views on decarbonisation,34.0
3,2023-11-16,"('977980112556-82',)",meeting with with the european long term investments association (elti) to discuss implementation of financial instruments.,current political and economic challenges,34.0
0,2020-01-30,"('799142914971-03',)","-discussion of multiple point of entry resolution strategy, basel iii's approach to operational risk",sustainability and green deal,34.0
0,2024-03-07,"('858716912337-17',)",update on the eu-switzerland relations,"t+1 implementation, basel iii, eu capital markets union",34.0
17,2020-02-17,"('28666427835-74',)","disinformation, media freedom, pluralism and copyright, data protection",the the future of technology and society (dinner discussion with facebook and other participants),34.0
0,2020-02-11,"('2732167674-76',)",eu- us trade relations,industrial policy of the ec,34.0
1,2023-03-21,"('58204758673-16',)",meeting with mastercard ceo to discuss diversity in the workplace,"ukraine, cyber-resilience and skills, combatting child sexual abuse online",34.0
0,2022-09-27,"('94857385769-70',)","discussion on ipcei, hydrogen","meeting with the (deputy) dgsl of comp, ener and clima, a delegation of the european round table for industry (ert) on role and specificities of hydrogen in the eu's energy mix, opportunities for europe to decarbonise industry and transport",34.0
0,2022-10-03,"('0801162959-21',)",exchange of views on csa,action plan for the digitalisation of the energy sector.,34.0
1,2022-09-27,"('1095068839-59',)","to exchange views on the transition to a more circular economy, notably the role and roll-out of new business models, ecodesign for sustainable products, and sustainable and circular textiles initiatives",commissioner dalli met with ingka (ikea) group ceo jesper brodin to discuss commission initiatives on inclusion and diversity as well as to exchange views on how inclusion and diversity are leading values that foster economic development.,34.0
0,2023-10-23,"('6504541970-40',)",dinner with mr steg (volkswagen) et other .,automotive industry,34.0
0,2020-03-26,"('799142914971-03',)",to discuss digitalisation and competition,economic impact of covid-19,34.0
0,2021-09-10,"('200781944024-83',)",nexus and peace building in partner countries.,"climate change, humanitarian aid, climate resilience, conflict, humanitarian-development-peace nexus",34.0
0,2021-07-08,"('1771817758-48',)","upcoming eu initiatives in energy related legislation (""fit for 55"" package).",rule of law and due diligence/human rights in supply chains/ data flows with us,34.0
0,2021-04-21,"('542451235684-35',)",discussion on cultivated meat,vc meeting - alternative proteins in f2f,34.0
16,2020-02-17,"('28666427835-74',)","disinformation, media freedom, pluralism and copyright, data protection",the the the future of technology and society (dinner discussion with facebook and other participants),34.0
0,2022-09-26,"('774019931221-41',)","implementation of the european green deal, in particular circular economy, biodiversity and forest policies","circularity, sustainable use of forests, single market for secondary materials",34.0
1,2021-09-23,"('52431421-12',)",issues within the competition portfolio,current security union issues,34.0
7,2020-02-17,"('28666427835-74',)",the the the future of technology and society (dinner discussion with facebook and other participants),"disinformation, media freedom, pluralism and copyright, data protection",34.0
0,2023-07-03,"('630393933743-37',)","an academic discussion on the legislative process in the eu - what sets apart legislation that is easier to pass, what are possible improvements to the process.",presentation of zoe and its work on effective governance,34.0
0,2022-05-04,"('1771817758-48',)",current economic file,digital and industrial policy,34.0
1,2024-11-13,"('02021363105-42',)","exchange on priorities, including global gateway and ongoing global developments.",telecoms / emerging technologies,34.0
0,2019-12-03,"('28666427835-74',)","advertising, data, artificial intelligence, illegal content and disinformation","crytpo-assets, including stablecoins",33.0
0,2024-07-02,"('0801162959-21',)","eu-us cooperation under trade and technology council, microsoft's support for ukraine and fight against disinformation","eu's competitiveness, transatlantic relationship",33.0
5,2022-11-08,"('0764199368-97',)",digital euro,sustainable finance,33.0
0,2020-01-23,"('38526121292-88',)",presentation efpia's manifesto,"integrated health solutions, active ageing, sustainability and quality of healthcare systems, long-term visions on healthcare",33.0
2,2022-11-08,"('0764199368-97',)",digital euro,sustainable finance,33.0
4,2022-11-08,"('0764199368-97',)",digital euro,sustainable finance,33.0
5,2022-10-12,"('389356530261-76',)",start-ups,payments services,33.0
11,2022-10-12,"('389356530261-76',)",payments services,start-ups,33.0
0,2024-01-24,"('914064836171-27',)",decarbonization,present baker hughes' experience in corporate sustainability reporting,33.0
0,2020-02-14,"('31253607851-84',)","eu-japan epa, wto reform",general presentation of the activities of the group,33.0
2,2022-09-07,"('365747616583-15',)",issues within competition portfolio.,compliance with dsa and dma,33.0
0,2022-04-27,"('905001612275-82',)",repowereu,introductory meeting and information from enagas on their strategic plans and projects in terms of security of supply and decarbonisation,33.0
1,2020-01-28,"('061601915428-87',)","priorities for tech regulation, single market and enforcement","overall digital policy, including technological sovereignty, open multilateral economic governance, trade in technology, data strategy",33.0
4,2023-05-24,"('03181945560-59',)","artificial intelligence, competition policy., competition policy.","cybersecurity, cybersecurity skills academy",33.0
0,2020-06-29,"('3978240953-79',)",discussion on europe's recovery plan due to covid-19,the meeting took place to discuss the industrial ecosystems in general,33.0
0,2024-04-09,"('94857385769-70',)",update on hydrogen developments and enabling framework in europe,decarbonization,33.0
0,2023-11-14,"('487726915971-30',)",artificial intelligence act,netflix presented their activities in eu and cooperation with european artists and development of european talent.,33.0
2,2023-01-31,"('02776221598-67',)","randi and women empowerment, eu innovation agenda, new european bauhaus,","dma, joint purchasing in horizontal guidelines, competition policy in green transition",33.0
3,2020-09-30,"('976985829492-08',)","freedom of expression, fight against disinformation",responsibilities of digital service providers,33.0
0,2020-10-23,"('84973761187-60',)",place de la distribution dans le plan de relance,rule of law and the consumer agenda,33.0
0,2020-09-08,"('58744833263-19',)",2030 climate target plan,a green deal for transport - high level event,33.0
0,2022-03-31,"('57468837764-43',)",green deal and repowereu,discussion on railway markets in europe,33.0
2,2020-02-06,"('15913213485-46',)",biodiversity strategy,discussion on food safety,33.0
1,2020-02-06,"('15913213485-46',)",biodiversity strategy,discussion on food safety,33.0
0,2020-02-18,"('537747327897-92',)",farm to fork,sustainable food systems,33.0
0,2022-05-03,"('928308827208-10',)",trips,tbc,33.0
0,2023-06-01,"('987000037766-14',)",emd and epbd,electric vehicle (ev) charging infrastructure industry,33.0
2,2022-11-15,"('234896947959-56',)",digital transition,presentation by infobip,33.0
0,2020-04-23,"('02776221598-67',)","sustainable corporate governance, ai, data protection and consumers",the eu environmental agenda and its potential for growth,33.0
0,2024-04-22,"('735637118430-74',)",wpe,to explore carbon market strategies for addressing emissions and removals in the agriculture and forestry sectors.,33.0
0,2024-04-25,"('049566047779-57',)",eu hydrogen policy,energy solutions for decarbonization,33.0
4,2021-10-12,"('39912257528-48',)",issues within the competition portfolio,eu transport agenda,33.0
0,2024-03-06,"('189607519323-76',)","competitiveness and talent, platform work directive, artificial intelligence regulation and opportunities","dma, dsa, ai",33.0
0,2020-02-05,"('060852832806-95',)",introductory meeting on the work of civil rights defenders on anti-discriminal and equality issues in europe,follow up to the enlargement package,33.0
2,2020-02-04,"('03181945560-59',)",skills,eu internal security: cooperation with the industry in the fight against terrorism and child abuse online.,33.0
1,2020-01-30,"('799142914971-03',)","-discussion of multiple point of entry resolution strategy, basel iii's approach to operational risk","capital markets, banking union",33.0
2,2020-01-24,"('612547127497-45',)",media freedom and media pluralism,partenariat international sur l'information et la democratie.,33.0
0,2022-06-14,"('141376015883-52',)","data act, ai act.",sustainable consumption and consumer protection law',33.0
3,2020-01-23,"('588327811384-96',)",digital taxation,trade issues,33.0
1,2020-01-23,"('588327811384-96',)",opportunities and collaboration on the green deal,trade issues,33.0
2,2021-10-12,"('39912257528-48',)",issues within the competition portfolio,eu transport agenda,33.0
1,2023-01-10,"('592343015058-67',)","- eu and china trade and economic relations: latest developments
- macroeconomic developments in china
- lifting of covid19 measures in china
- european smes in china
- potential for eu-china cooperation on energy transition",eu-china relations,33.0
0,2024-09-02,"('479914637521-29',)",exchange of views on the competitiveness of europe.,cmu,33.0
2,2024-07-04,"('501222919-71',)",sovereignty law,rule of law situation in hungary,33.0
0,2023-06-27,"('588327811384-96',)",digital market act,exchange on the future of the eu's green deal and how to enable our mutual goal of tackling the climate crisis,33.0
0,2021-02-05,"('42433582-82',)",draft delegated act taxonomy regulation,esg reporting and a single platform,33.0
2,2020-04-01,"('950921712127-74',)","horizon europe, the eic and the role of national innovation agencies.",covid 19 economic impact,33.0
0,2021-02-24,"('10257354120-19',)","renewable energy, circular economy",saf,33.0
0,2022-10-12,"('569885924378-48',)",discussion on strategic foresight,"solutions for decarbonisation for municipalities and cities, identifying the missing links.",33.0
0,2023-06-27,"('03181945560-59',)",disinformation,to follow,33.0
0,2023-10-12,"('756663618867-82',)",telecoms policy,"on eu 2030 connectivity targets, current dynamics of the internet, content distribution and edge cloud",33.0
2,2023-07-12,"('028145011837-13',)",agricultural research,to present inrae and its priorities for the next strategic plan,33.0
0,2023-09-26,"('278373226442-94',)",energy,"critical raw materials act, net zero industry act",33.0
0,2023-03-30,"('284336314886-25',)",energy,gas markets package - progress on storage refilling in italy - progress of repowereu-relevant infrastructure projects,33.0
0,2021-05-28,"('0801162959-21',)",data privacy,"discussions on cloud, platforms and ai regulation",33.0
0,2022-10-27,"('3523776801-85',)",sustainable food systems,hocs meeting with senior vp bayer ag,33.0
2,2023-03-30,"('284336314886-25',)",gas markets package - progress on storage refilling in italy - progress of repowereu-relevant infrastructure projects,energy,33.0
2,2021-09-02,"('458295331598-02',)",speech at bruegel annual meeting - the role of the state in providing infrastructure for decarbonisation,"trade policy, international trade and investment.",33.0
1,2024-07-04,"('501222919-71',)",sovereignty law,rule of law in hungary,33.0
0,2022-05-18,"('909481346459-35',)",digital finance,"psd2 review, open banking",33.0
0,2022-09-27,"('257226411720-38',)",due diligence and whistle blower directive,upcoming swedish presidency,33.0
0,2021-02-09,"('3305029916-47',)",electric trucks,transition to zero emission mobility,33.0
0,2022-06-13,"('92442218459-37',)",transport,"telco infrastructure and investment, ott 'fair share', eu-eu cooperation on digital files, ttc.",33.0
0,2023-07-05,"('612547127497-45',)","slapp, media policy",artificial intelligence,32.0
0,2023-10-24,"('1771817758-48',)",meeting with bdi president (topic: competitiveness and economic situation),"decarbonization, alternative fuels and the greening freight package",32.0
1,2020-02-19,"('353231132587-96',)",european green deal,"basel iii, sustainable finance, anti-money laundering,capital markets union",32.0
2,2023-02-17,"('557467520774-65',)",lunch to explain kkr's work on impact investments in developing economies,taxonomy and sustainability reporting,32.0
0,2023-03-29,"('361912636998-58',)",defence of democracy package,us political dynamics and banking regulation,32.0
0,2020-02-20,"('34369111614-57',)","sustainable finance, taxonomy, basel proposal",climate policy developments,32.0
1,2021-06-08,"('84973761187-60',)",eu code for responsible business and marketing practices,"preparatory discussion ahead of eurocommerce event in june: economic outlook, green finance, investment protection, payments.",32.0
0,2021-12-03,"('547949121038-83',)","cancer screening tests, illumina-grail merger",healthcare benefits of cancer test,32.0
0,2021-02-05,"('06698681039-26',)",meeting on the proposed directive on adequate minimum wages.,"discussion on trade negotiations and the trade policy review, with a focus on trade and sustainable development.",32.0
0,2023-09-19,"('117683115792-20',)","discussion of international banking regulation, and progress on the introduction of basel iii reforms in the united states.",key financial policy issues globally.,32.0
1,2021-01-20,"('64869491516-70',)",eu taxonomy for sustainable activities,draft delegated act of taxonomy,32.0
13,2020-02-17,"('28666427835-74',)",exchange of views on the approach to platform governance and platform regulation,the the the future of technology and society (dinner discussion with facebook and other participants),32.0
1,2023-02-10,"('52431421-12',)",connectivity package,future of telecoms sector,32.0
0,2023-05-03,"('27799842497-69',)",biomethane production from wastewater.,eu circular economy and water policies,32.0
0,2024-04-17,"('271912611231-56',)","european green deal implementation, with the focus on biodiversity pillar",nature markets and oceans,32.0
4,2020-02-18,"('10257354120-19',)",discussion on discussion on sustainable transport fuels,circular economy action plan,32.0
5,2020-02-18,"('10257354120-19',)",discussion on sustainable transport fuels,circular economy action plan,32.0
0,2024-06-04,"('0801162959-21',)","artificial intelligence, elections, disinformation",competition in ai and wider tech sector,32.0
5,2024-06-04,"('941242711525-27',)","global trade policy, eu green deal","key themes concerning the single market, competitiveness, digital partnerships and crm partnerships",32.0
0,2024-06-19,"('820300530953-18',)","presentation of the organisation, international ai government cooperation, implementation of the digital agenda","- impact ukraine accession process is having on the wb and their advancement in the accession process, 
-  how the new growth plan is working, 
- russian influence in the western balkans and what the eu does to counter it.",32.0
0,2021-11-09,"('3978240953-79',)",sustainable finance,"energy prices, fit for 55, hydrogen and gas package.",32.0
6,2020-02-17,"('28666427835-74',)",the the the future of technology and society (dinner discussion with facebook and other participants),exchange of views on the approach to platform governance and platform regulation,32.0
6,2021-11-09,"('3978240953-79',)","energy prices, fit for 55, hydrogen and gas package.",sustainable finance,32.0
0,2023-06-13,"('35167875358-33',)",digitalisation shares and financing,discussion on global gateway,32.0
0,2023-06-26,"('03181945560-59',)",artificial intelligence act.,"data protecton, ai, code of conduct against hate speech",32.0
0,2020-07-09,"('51773601133-57',)",truck automotive industry,"eu green deal, research and innovation and horizon europe",32.0
14,2020-02-17,"('28666427835-74',)",exchange of views on the approach to platform governance and platform regulation,the the future of technology and society (dinner discussion with facebook and other participants),32.0
0,2022-06-23,"('010822218390-62',)",exchange of views about sustainable agriculture and food security,"circular economy package, water conservation, energy use and greenhouse gas emissions",32.0
0,2020-01-31,"('501222919-71',)",fight against fraud and corruption,protection of the european union's financial interests: olaf's role,32.0
0,2022-06-14,"('64879142323-90',)","implementation chemicals strategy, transition pathway for chemicals sector","meeting with paul de krom, chair of the dutch chemical industry council",32.0
0,2022-06-27,"('7459401905-60',)",issues within competition portfolio.,semiconductor randd,32.0
0,2019-12-12,"('614220318268-60',)",trade issues,eu-asean cooperation,32.0
2,2021-01-20,"('64869491516-70',)",eu taxonomy for sustainable activities,draft delegated act of taxonomy,32.0
1,2023-09-26,"('389356530261-76',)","eu payments regulation reform
digital euro 
psd3/psdr",on the competitiveness and sme relief agendas,32.0
0,2020-02-19,"('353231132587-96',)",european green deal,meeting with ceo abn ambro,32.0
0,2022-07-12,"('3978240953-79',)",eu/uk and eu/ch,preparedness winter package,31.0
0,2021-10-19,"('462849021886-85',)",physical meeting - exchange of views on the commission proposal for a cbam,discussion on hydrogen and the european batteries alliance.,31.0
0,2022-10-11,"('191319744634-58',)",state aid and greening of the steel sector.,"fit for 55, cbam",31.0
1,2022-09-05,"('56362448807-46',)",relations with china.,"due diligence, forced labour",31.0
3,2022-10-11,"('191319744634-58',)","fit for 55, cbam",overview of developments in the hydrogen sector,31.0
0,2020-11-18,"('9505781573-45',)",communication on better regulation and the fit for future platform,digital services act and artificial intelligence,31.0
0,2020-11-10,"('1771817758-48',)",industrial and digital policy,digital sovereignty of europe,31.0
0,2020-09-18,"('965428625484-18',)",discussion on competition issues,"deployment of very high capacity networks, wholesale-only model",31.0
0,2022-11-17,"('9171899949-17',)",priorities for the financial services industry,"capital market union, aifmd review",31.0
0,2022-11-16,"('234896947959-56',)","presentation of the company, presentation of eu digital policies.","eu policies on industrial data and cloud, data act",31.0
0,2023-06-07,"('274682235651-46',)",banking sector on frozen assets,eu external policies,31.0
2,2020-04-23,"('02776221598-67',)",the eu environmental agenda and its potential for growth,(videocall)  covid-19 crisis impact andrecovery plans. importance of digital to the eu economy,31.0
0,2020-04-21,"('035366013790-68',)","to discuss response to covid-19, health data space",green recovery and circular economy,31.0
0,2023-10-24,"('592343015058-67',)",ict and data flows in china,energy market,31.0
0,2020-02-27,"('387674033257-12',)",introduce their plan of activity for 2020 and onwards and seek for collaboration avenues within the portfolio on innovation and youth,eic/ startups,31.0
0,2021-02-03,"('4016736872-59',)",meeting to prepare the future meeting between our commissioner and ge ceo.,"covid-19, saf",31.0
0,2020-10-06,"('3978240953-79',)",data protection and international data transfers,circular economy,31.0
2,2023-01-10,"('165202837974-32',)",digital services act,"csa, tco and radicalization online",31.0
0,2024-04-26,"('179370613236-62',)","banking union, payment services.",achievements of the vdl commission and priorities for the future commission,31.0
0,2024-05-07,"('1771817758-48',)",future eu environment policies - focus on circular economy,industrial decarbonization and competitiveness,31.0
1,2020-03-04,"('25492952296-56',)","health and food safety, farm2fork strategy and eu beating cancer plan.",single use plastics (sup) directive,31.0
0,2022-12-08,"('987000037766-14',)",discussion on deploying charging infrastructure across europe,"transition to zero-emission mobility, route35",31.0
3,2024-07-04,"('501222919-71',)",sovereignity law,rule of law in hungary,31.0
4,2024-07-04,"('501222919-71',)",sovereignity law,rule of law situation in hungary,31.0
0,2022-05-18,"('483024821178-51',)","physical meeting - exchange on topics including: cbam, implementation of the oecd agreement, vat reform, energy taxation","eu-us cooperation, sanctions, china, digital",30.0
0,2022-07-11,"('46302264606-44',)",repowereu - empowering energy consumers for a more sustainable and resilient europe,present their whitepaper on repowereu,30.0
0,2020-01-23,"('117431210021-77',)",transports,position paper on green deal,30.0
